Days,Inverted,PerfMean,PerfStd,EntryLoad,ExitLoad,EntryDemand,ExitDemand,Distance,ContainerQuantity,Stage,Entry_Working_Day,Exit_Working_Day,Entry_precipitation_sum,Entry_rain_sum,Entry_snowfall_sum,Entry_wind_speed_10m_max,Entry_wind_gusts_10m_max,Entry_wind_direction_10m_dominant,Exit_precipitation_sum,Exit_rain_sum,Exit_snowfall_sum,Exit_wind_speed_10m_max,Exit_wind_gusts_10m_max,Exit_wind_direction_10m_dominant
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,1.0,3,1,1,2.1999998,2.1999998,0.0,16.267857,34.2,230.07678,2.1999998,2.1999998,0.0,16.267857,34.2,230.07678
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0,2.1999998,2.1999998,0.0,16.267857,34.2,230.07678,0.0,0.0,0.0,19.95972,36.0,140.36986
158.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,0.0,9.7,1.0,1,0,1,0.0,0.0,0.0,19.95972,36.0,140.36986,0.1,0.1,0.0,18.861387,39.96,260.67508
30.0,0.0,24.0,7.3484692283495345,0.0,2.0,0.0,4.0,0.0,2.0,0,1,1,0.1,0.1,0.0,18.861387,39.96,260.67508,2.1,2.1,0.0,27.0024,52.92,252.1926
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,9.7,4.0,1,1,1,2.1,2.1,0.0,27.0024,52.92,252.1926,2.1,2.1,0.0,27.0024,52.92,252.1926
5.0,0.0,5.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,2,1,1,2.1,2.1,0.0,27.0024,52.92,252.1926,0.0,0.0,0.0,15.546833,41.760002,291.16125
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,9.42,4.0,3,1,1,0.0,0.0,0.0,15.546833,41.760002,291.16125,0.0,0.0,0.0,15.546833,41.760002,291.16125
1.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4,1,1,0.0,0.0,0.0,15.546833,41.760002,291.16125,0.0,0.0,0.0,10.105681,20.519999,328.04193
10.0,0.0,10.375,0.5994789404140899,2.0,2.0,4.0,4.0,6698.14,4.0,5,1,0,0.0,0.0,0.0,10.105681,20.519999,328.04193,0.0,0.0,0.0,18.692286,36.0,18.711866
2.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,6,0,1,0.0,0.0,0.0,18.692286,36.0,18.711866,0.0,0.0,0.0,12.313894,27.359999,36.141308
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,15.06,4.0,7,1,1,0.0,0.0,0.0,12.313894,27.359999,36.141308,0.0,0.0,0.0,12.313894,27.359999,36.141308
15.0,0.0,15.9375,3.630921887069453,2.0,1.0,4.0,0.0,0.0,4.0,8,1,1,0.0,0.0,0.0,12.313894,27.359999,36.141308,3.6,3.6,0.0,10.587918,23.759998,249.18939
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.06,4.0,7,1,1,3.6,3.6,0.0,10.587918,23.759998,249.18939,3.6,3.6,0.0,10.587918,23.759998,249.18939
2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6,1,1,3.6,3.6,0.0,10.587918,23.759998,249.18939,0.0,0.0,0.0,11.165805,23.039999,46.292088
10.0,1.0,10.5,1.0606601717798212,1.0,1.0,0.0,0.0,6698.14,4.0,5,1,1,0.0,0.0,0.0,11.165805,23.039999,46.292088,0.3,0.3,0.0,13.896187,30.960001,14.538048
15.0,0.0,24.0,7.3484692283495345,1.0,1.0,0.0,0.0,0.0,2.0,0,1,1,2.0,2.0,0.0,15.1884165,30.239998,304.59894,0.6,0.6,0.0,15.03835,36.719997,200.46234
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4,1,1,0.3,0.3,0.0,13.896187,30.960001,14.538048,0.0,0.0,0.0,11.609651,23.759998,37.979256
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.42,4.0,3,1,1,0.0,0.0,0.0,11.609651,23.759998,37.979256,0.0,0.0,0.0,11.609651,23.759998,37.979256
5.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2,1,0,0.0,0.0,0.0,11.609651,23.759998,37.979256,0.1,0.1,0.0,27.059933,50.76,268.90625
90.0,1.0,119.89285714285714,100.92866621166311,1.0,0.0,0.0,0.0,9.7,1.0,1,0,0,0.1,0.1,0.0,27.059933,50.76,268.90625,0.7,0.7,0.0,14.8257065,32.039997,196.93654
234.0,1.0,119.89285714285714,100.92866621166311,1.0,1.0,0.0,0.0,9.7,2.0,1,0,1,0.1,0.1,0.0,27.059933,50.76,268.90625,0.0,0.0,0.0,11.4862,26.64,182.86235
365.0,1.0,119.89285714285714,100.92866621166311,1.0,1.0,0.0,0.0,9.7,1.0,1,0,1,0.1,0.1,0.0,27.059933,50.76,268.90625,2.7,2.7,0.0,26.208395,50.399998,282.13678
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.7,2.0,1,1,1,0.6,0.6,0.0,15.03835,36.719997,200.46234,0.6,0.6,0.0,15.03835,36.719997,200.46234
5.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2,1,1,0.6,0.6,0.0,15.03835,36.719997,200.46234,0.2,0.2,0.0,9.659814,19.8,312.84903
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,3,1,1,0.2,0.2,0.0,9.659814,19.8,312.84903,0.2,0.2,0.0,9.659814,19.8,312.84903
1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,4,1,1,0.2,0.2,0.0,9.659814,19.8,312.84903,0.0,0.0,0.0,12.768586,25.199999,47.64045
11.0,0.0,10.375,0.5994789404140899,2.0,2.0,2.0,2.0,6698.14,2.0,5,1,0,0.0,0.0,0.0,12.768586,25.199999,47.64045,0.0,0.0,0.0,12.738099,24.48,136.74411
2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,6,0,1,0.0,0.0,0.0,12.738099,24.48,136.74411,0.6,0.6,0.0,29.301878,56.88,223.87456
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,7,1,1,0.6,0.6,0.0,29.301878,56.88,223.87456,0.6,0.6,0.0,29.301878,56.88,223.87456
15.0,0.0,15.9375,3.630921887069453,2.0,1.0,2.0,0.0,0.0,2.0,8,1,1,0.6,0.6,0.0,29.301878,56.88,223.87456,0.1,0.1,0.0,10.233123,20.519999,325.4598
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.06,2.0,7,1,1,0.1,0.1,0.0,10.233123,20.519999,325.4598,0.1,0.1,0.0,10.233123,20.519999,325.4598
2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6,1,1,0.1,0.1,0.0,10.233123,20.519999,325.4598,0.0,0.0,0.0,15.629972,30.599998,349.9217
11.0,1.0,10.5,1.0606601717798212,1.0,1.0,0.0,0.0,6698.14,2.0,5,1,1,0.0,0.0,0.0,15.629972,30.599998,349.9217,0.0,0.0,0.0,9.255571,19.08,308.29703
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4,1,1,0.0,0.0,0.0,9.255571,19.08,308.29703,0.0,0.0,0.0,13.70839,27.0,24.69995
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.42,2.0,3,1,1,0.0,0.0,0.0,13.70839,27.0,24.69995,0.0,0.0,0.0,13.70839,27.0,24.69995
5.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2,1,1,0.0,0.0,0.0,13.70839,27.0,24.69995,0.0,0.0,0.0,19.134262,33.839996,41.91989
177.0,1.0,119.89285714285714,100.92866621166311,1.0,1.0,0.0,0.0,9.7,1.0,1,1,1,0.0,0.0,0.0,19.134262,33.839996,41.91989,0.0,0.0,0.0,11.4862,26.64,182.86235
308.0,1.0,119.89285714285714,100.92866621166311,1.0,1.0,0.0,0.0,9.7,1.0,1,1,1,0.0,0.0,0.0,19.134262,33.839996,41.91989,2.7,2.7,0.0,26.208395,50.399998,282.13678
30.0,0.0,24.0,7.3484692283495345,0.0,2.0,0.0,2.0,0.0,1.0,0,0,0,0.7,0.7,0.0,14.8257065,32.039997,196.93654,10.700001,10.700001,0.0,28.017622,50.76,313.727
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.7,2.0,1,0,0,10.700001,10.700001,0.0,28.017622,50.76,313.727,10.700001,10.700001,0.0,28.017622,50.76,313.727
5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,0,1,10.700001,10.700001,0.0,28.017622,50.76,313.727,0.0,0.0,0.0,8.587338,12.959999,134.61891
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,3,1,1,0.0,0.0,0.0,8.587338,12.959999,134.61891,0.0,0.0,0.0,8.587338,12.959999,134.61891
1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,4,1,0,0.0,0.0,0.0,8.587338,12.959999,134.61891,0.0,0.0,0.0,8.217153,16.56,43.544823
11.0,0.0,10.375,0.5994789404140899,2.0,2.0,2.0,2.0,6698.14,2.0,5,0,1,0.0,0.0,0.0,8.217153,16.56,43.544823,0.0,0.0,0.0,9.3669195,19.08,9.196594
2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,6,1,1,0.0,0.0,0.0,9.3669195,19.08,9.196594,0.0,0.0,0.0,10.390226,21.96,46.613518
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,7,1,1,0.0,0.0,0.0,10.390226,21.96,46.613518,0.0,0.0,0.0,10.390226,21.96,46.613518
15.0,0.0,15.9375,3.630921887069453,2.0,0.0,2.0,0.0,0.0,2.0,8,1,0,0.0,0.0,0.0,10.390226,21.96,46.613518,1.1,1.1,0.0,25.264202,49.32,172.06232
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,2.0,7,0,0,1.1,1.1,0.0,25.264202,49.32,172.06232,1.1,1.1,0.0,25.264202,49.32,172.06232
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6,0,1,1.1,1.1,0.0,25.264202,49.32,172.06232,4.1000004,4.1000004,0.0,19.469976,37.44,252.81908
9.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,2.0,5,1,1,4.1000004,4.1000004,0.0,19.469976,37.44,252.81908,0.70000005,0.70000005,0.0,17.31746,34.56,287.72012
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,1,1,0.70000005,0.70000005,0.0,17.31746,34.56,287.72012,0.0,0.0,0.0,13.397612,25.919998,19.330791
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,2.0,3,1,1,0.0,0.0,0.0,13.397612,25.919998,19.330791,0.0,0.0,0.0,13.397612,25.919998,19.330791
5.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2,1,1,0.0,0.0,0.0,13.397612,25.919998,19.330791,4.8,4.8,0.0,15.072783,28.08,179.32991
78.0,1.0,119.89285714285714,100.92866621166311,2.0,1.0,0.0,0.0,9.7,1.0,1,1,1,4.8,4.8,0.0,15.072783,28.08,179.32991,0.0,0.0,0.0,11.4862,26.64,182.86235
232.0,1.0,119.89285714285714,100.92866621166311,2.0,2.0,0.0,4.0,9.7,1.0,1,1,1,4.8,4.8,0.0,15.072783,28.08,179.32991,2.6,2.6,0.0,28.82249,51.839996,168.92982
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.7,4.0,1,1,1,30.000004,30.000004,0.0,15.696165,32.399998,162.613,30.000004,30.000004,0.0,15.696165,32.399998,162.613
5.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,2,1,1,30.000004,30.000004,0.0,15.696165,32.399998,162.613,11.2,11.2,0.0,22.104116,41.399998,268.17075
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.42,4.0,3,1,1,11.2,11.2,0.0,22.104116,41.399998,268.17075,11.2,11.2,0.0,22.104116,41.399998,268.17075
1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4,1,1,11.2,11.2,0.0,22.104116,41.399998,268.17075,0.0,0.0,0.0,16.981165,33.12,287.70612
11.0,0.0,10.375,0.5994789404140899,0.0,0.0,4.0,4.0,6698.14,4.0,5,1,0,0.0,0.0,0.0,16.981165,33.12,287.70612,42.1,42.1,0.0,16.981165,45.719997,351.7143
2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,6,0,1,42.1,42.1,0.0,16.981165,45.719997,351.7143,31.5,31.5,0.0,20.63023,38.88,309.28006
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,15.06,4.0,7,1,1,31.5,31.5,0.0,20.63023,38.88,309.28006,31.5,31.5,0.0,20.63023,38.88,309.28006
15.0,0.0,15.9375,3.630921887069453,0.0,0.0,4.0,0.0,0.0,4.0,8,1,1,31.5,31.5,0.0,20.63023,38.88,309.28006,0.0,0.0,0.0,15.328561,29.519999,341.8927
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,4.0,7,1,1,0.0,0.0,0.0,15.328561,29.519999,341.8927,0.0,0.0,0.0,15.328561,29.519999,341.8927
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6,1,1,0.0,0.0,0.0,15.328561,29.519999,341.8927,0.0,0.0,0.0,13.70839,27.72,30.18429
10.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,4.0,5,1,1,0.0,0.0,0.0,13.70839,27.72,30.18429,0.0,0.0,0.0,20.291357,37.079998,296.09534
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,1,1,0.0,0.0,0.0,20.291357,37.079998,296.09534,0.90000004,0.90000004,0.0,19.0392,39.96,277.97495
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,4.0,3,1,1,0.90000004,0.90000004,0.0,19.0392,39.96,277.97495,0.90000004,0.90000004,0.0,19.0392,39.96,277.97495
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,1,0,0.90000004,0.90000004,0.0,19.0392,39.96,277.97495,0.4,0.4,0.0,22.3229,43.199997,279.38348
64.0,1.0,119.89285714285714,100.92866621166311,0.0,1.0,0.0,0.0,9.7,2.0,1,0,1,0.4,0.4,0.0,22.3229,43.199997,279.38348,2.7,2.7,0.0,26.208395,50.399998,282.13678
87.0,1.0,119.89285714285714,100.92866621166311,0.0,2.0,0.0,4.0,9.7,1.0,1,0,1,0.4,0.4,0.0,22.3229,43.199997,279.38348,2.6,2.6,0.0,28.82249,51.839996,168.92982
184.0,1.0,119.89285714285714,100.92866621166311,0.0,2.0,0.0,0.0,9.7,1.0,1,0,1,0.4,0.4,0.0,22.3229,43.199997,279.38348,0.2,0.2,0.0,14.458382,27.72,331.99976
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,9.7,4.0,1,1,1,0.2,0.2,0.0,11.090103,23.4,348.08237,0.2,0.2,0.0,11.090103,23.4,348.08237
5.0,0.0,5.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,2,1,0,0.2,0.2,0.0,11.090103,23.4,348.08237,11.099999,11.099999,0.0,16.904673,37.8,144.33768
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,9.42,4.0,3,0,0,11.099999,11.099999,0.0,16.904673,37.8,144.33768,11.099999,11.099999,0.0,16.904673,37.8,144.33768
1.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4,0,1,11.099999,11.099999,0.0,16.904673,37.8,144.33768,0.0,0.0,0.0,17.826363,32.399998,128.57898
10.0,0.0,10.375,0.5994789404140899,2.0,2.0,4.0,4.0,6698.14,4.0,5,1,1,0.0,0.0,0.0,17.826363,32.399998,128.57898,0.0,0.0,0.0,17.057314,31.68,158.55757
2.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,6,1,0,0.0,0.0,0.0,17.057314,31.68,158.55757,8.4,8.4,0.0,11.246759,25.919998,118.162384
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,15.06,4.0,7,0,0,8.4,8.4,0.0,11.246759,25.919998,118.162384,8.4,8.4,0.0,11.246759,25.919998,118.162384
15.0,0.0,15.9375,3.630921887069453,2.0,1.0,4.0,2.0,0.0,4.0,8,0,0,8.4,8.4,0.0,11.246759,25.919998,118.162384,4.6,4.6,0.0,14.404499,28.08,200.1282
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,9.7,2.0,1,1,1,5.6,5.6,0.0,28.496904,55.8,289.13556,5.6,5.6,0.0,28.496904,55.8,289.13556
5.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2,1,1,5.6,5.6,0.0,28.496904,55.8,289.13556,4.4999995,4.4999995,0.0,13.339445,26.64,231.34013
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,9.42,2.0,3,1,1,4.4999995,4.4999995,0.0,13.339445,26.64,231.34013,4.4999995,4.4999995,0.0,13.339445,26.64,231.34013
1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,4,1,1,4.4999995,4.4999995,0.0,13.339445,26.64,231.34013,0.0,0.0,0.0,9.793058,20.519999,129.6069
9.0,0.0,10.375,0.5994789404140899,1.0,1.0,2.0,2.0,6698.14,2.0,5,1,1,0.0,0.0,0.0,9.793058,20.519999,129.6069,4.1,4.1,0.0,10.829958,24.84,306.54352
0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,15.06,4.0,7,0,0,4.6,4.6,0.0,14.404499,28.08,200.1282,4.6,4.6,0.0,14.404499,28.08,200.1282
2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,6,0,1,4.6,4.6,0.0,14.404499,28.08,200.1282,5.4,5.4,0.0,27.288855,48.96,211.19138
11.0,1.0,10.5,1.0606601717798212,1.0,1.0,2.0,2.0,6698.14,4.0,5,1,0,5.4,5.4,0.0,27.288855,48.96,211.19138,3.9,3.9,0.0,14.512064,24.84,159.02315
2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,6,1,0,4.1,4.1,0.0,10.829958,24.84,306.54352,11.900001,11.900001,0.0,31.845251,57.239998,241.6033
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,15.06,2.0,7,0,0,11.900001,11.900001,0.0,31.845251,57.239998,241.6033,11.900001,11.900001,0.0,31.845251,57.239998,241.6033
15.0,0.0,15.9375,3.630921887069453,1.0,0.0,2.0,0.0,0.0,2.0,8,0,1,11.900001,11.900001,0.0,31.845251,57.239998,241.6033,0.0,0.0,0.0,10.853866,19.8,65.22491
1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,4,0,0,3.9,3.9,0.0,14.512064,24.84,159.02315,10.999999,10.999999,0.0,23.411074,45.36,256.06158
0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,9.42,4.0,3,0,0,10.999999,10.999999,0.0,23.411074,45.36,256.06158,10.999999,10.999999,0.0,23.411074,45.36,256.06158
5.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2,0,1,10.999999,10.999999,0.0,23.411074,45.36,256.06158,0.8,0.8,0.0,9.114471,17.64,38.10761
133.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,0.0,9.7,2.0,1,1,1,0.8,0.8,0.0,9.114471,17.64,38.10761,0.90000004,0.90000004,0.0,25.72174,48.239998,305.31757
231.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,2.0,9.7,1.0,1,1,1,0.8,0.8,0.0,9.114471,17.64,38.10761,0.0,0.0,0.0,14.982228,28.44,307.19284
296.0,1.0,119.89285714285714,100.92866621166311,0.0,1.0,0.0,2.0,9.7,1.0,1,1,0,0.8,0.8,0.0,9.114471,17.64,38.10761,0.0,0.0,0.0,11.879999,19.08,98.08256
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,2.0,7,1,1,0.0,0.0,0.0,10.853866,19.8,65.22491,0.0,0.0,0.0,10.853866,19.8,65.22491
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6,1,1,0.0,0.0,0.0,10.853866,19.8,65.22491,5.8,5.8,0.0,11.367109,21.599998,70.189064
12.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,2.0,5,1,1,5.8,5.8,0.0,11.367109,21.599998,70.189064,3.6999998,3.6999998,0.0,20.188908,35.28,167.86983
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,1,1,3.6999998,3.6999998,0.0,20.188908,35.28,167.86983,0.8,0.8,0.0,20.275385,34.92,219.60263
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,2.0,3,1,1,0.8,0.8,0.0,20.275385,34.92,219.60263,0.8,0.8,0.0,20.275385,34.92,219.60263
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1,0,0.8,0.8,0.0,20.275385,34.92,219.60263,2.7,2.7,0.0,13.039754,26.28,237.59547
30.0,1.0,119.89285714285714,100.92866621166311,0.0,2.0,0.0,0.0,9.7,1.0,1,0,1,2.7,2.7,0.0,13.039754,26.28,237.59547,0.2,0.2,0.0,14.458382,27.72,331.99976
158.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,0.0,9.7,1.0,1,0,1,2.7,2.7,0.0,13.039754,26.28,237.59547,0.1,0.1,0.0,22.253124,44.28,61.01128
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.7,2.0,1,1,1,0.0,0.0,0.0,11.440978,14.04,90.63661,0.0,0.0,0.0,11.440978,14.04,90.63661
5.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2,1,1,0.0,0.0,0.0,11.440978,14.04,90.63661,0.0,0.0,0.0,13.830749,26.28,124.49612
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.42,2.0,3,1,1,0.0,0.0,0.0,13.830749,26.28,124.49612,0.0,0.0,0.0,13.830749,26.28,124.49612
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4,1,1,0.0,0.0,0.0,13.830749,26.28,124.49612,0.0,0.0,0.0,13.246826,24.48,141.22844
11.0,0.0,10.375,0.5994789404140899,0.0,0.0,2.0,2.0,6698.14,2.0,5,1,0,0.0,0.0,0.0,13.246826,24.48,141.22844,0.0,0.0,0.0,28.357857,54.0,14.767051
2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6,0,1,0.0,0.0,0.0,28.357857,54.0,14.767051,0.0,0.0,0.0,15.893093,30.599998,357.85706
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.06,2.0,7,1,1,0.0,0.0,0.0,15.893093,30.599998,357.85706,0.0,0.0,0.0,15.893093,30.599998,357.85706
15.0,0.0,15.9375,3.630921887069453,0.0,2.0,2.0,0.0,0.0,2.0,8,1,1,0.0,0.0,0.0,15.893093,30.599998,357.85706,0.8000001,0.8000001,0.0,11.885453,20.519999,239.5603
0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,15.06,2.0,7,1,1,0.8000001,0.8000001,0.0,11.885453,20.519999,239.5603,0.8000001,0.8000001,0.0,11.885453,20.519999,239.5603
2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,6,1,1,0.8000001,0.8000001,0.0,11.885453,20.519999,239.5603,2.9,2.9,0.0,22.86496,40.32,160.16885
12.0,1.0,10.5,1.0606601717798212,2.0,2.0,0.0,0.0,6698.14,2.0,5,1,1,2.9,2.9,0.0,22.86496,40.32,160.16885,0.4,0.4,0.0,15.496736,27.0,160.62695
1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4,1,1,0.4,0.4,0.0,15.496736,27.0,160.62695,0.0,0.0,0.0,19.559633,33.48,217.99878
0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,9.42,2.0,3,1,1,0.0,0.0,0.0,19.559633,33.48,217.99878,0.0,0.0,0.0,19.559633,33.48,217.99878
5.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2,1,1,0.0,0.0,0.0,19.559633,33.48,217.99878,0.0,0.0,0.0,15.463246,32.399998,16.933586
